UWIDE_CATALOG"UNID"	"SUNY_ID"	"SUNY_ID_IMMUTABLE"	"IPEDS"	"DISC"	"NUM"	"DESCRIP"	"LONG_TITLE"	"SHORT_TITLE"	"MIN_CRED"	"MAX_CRED"	"SUNY_GE"	"CAT_YEAR"
"3954"	"148893"	"148893.2021"	"Broome"	"PHY"	"162"	"<p>This is the second course of an algebra-based sequence in physics.  Your study of sound and light will reveal them as examples of waves, and will include study of optical instruments.  Electricity and magnetism introduces you to the basic properties of charges and currents, producing electric fields and magnetic fields.  You will progress to understand electric energy as one essential component of our standard of living.  Some selected topics in modern physics are also covered, including the study of atoms and their nuclei.  Laboratory experiences will provide you with problem solving techniques, measurement skills and applications of theory.</p><p>Prerequisite- Corequisite<br><b>Prerequisite:  PHY 161 Physics I:  Mechanics and Heat</b></p> <p>Credits: 4<br>Hours: 3 Class Hours, 3 Laboratory Hours</p><p>Course Profile<br>Learning Outcomes of the Course:<br>Upon successful completion of this course the student will be able to:</p><blockquote>1. Solve problems involving the reflection, refraction, and dispersion of waves, and geometrical optics.<br>2. Describe the phenomena of interference, diffraction, and polarization.<br>3. Solve problems involving the flow of electrical charge and the transfer of electric energy in single-loop and in multi-loop circuits.<br>4. Use basic concepts of relativity to solve problems involving high-speed motion.<br>5. Describe the processes of radioactive decay, and solve problems with the idea of radioactive half-life, the processes of nuclear fission and fusion, and nuclear reactions.</blockquote>"	"Physics II: Wave Motion, Electromagnetism and Atomic Physics"	"Physics II Wave and Motion"	"0"	"4"	"Natural Sciences"	"2021"
"3955"	"148894"	"148894.2021"	"Broome"	"PHY"	"181"	"<p>Engineering Physics, sometimes called ?University Physics,"" uses calculus in the development of principles.  The topics include the description of motion and the causes of motion, with the ideas of force, energy, power, and momentum; equilibrium and rotation; and heat and its effects.  This course is designed for students studying engineering, computing, science, or mathematics.  Laboratory experiences will provide you with problem solving techniques, measurement skills and applications of theory. </p><p>Prerequisite- Corequisite<br>Prerequisite:  Minimum grade of 80 in Math B (H.S.) or a minimum of B in Math 156 Algebra and Trigonometry for Calculus, or C in MAT 181 Calculus I (preferred).  Minimum grade of 80 in H.S. Physics or C in PHY 161 Physics I:  Mechanics and Heat.<p><b>Corequisite:  MAT 182 Calculus II (preferred)<br>Prior or Concurrent:  MAT 181 Calculus I </b></p><p>Credits: 4<br>Hours: 3 Class Hours, 3 Laboratory Hours</p><p>Course Profile<br>Learning Outcomes of the Course:<br>Upon successful completion of this course the student will be able to:</p><blockquote>1. Compute vector sums, scalar products, and vector cross products.<br>2. Use energy and work-energy principle to solve mechanics problems with constant and position-dependent forces.<br>3. Solve problems involving the equilibrium of forces and torques using simultaneous equations.<br>4. Solve problems involving gravitational potential energy, kinetic energy, and elastic potential energy, and conservation of total mechanical energy.<br>5. Solve projectile and circular motions, using elementary differential and integral calculus.<br>6. Solve problems involving thermal equilibrium and heat transfer.</blockquote>"	"Physics for Engineers and Scientists I:Mechanics and Thermodynamics"	"Physics for Engineers I"	"0"	"4"	"Natural Sciences"	"2021"
"3956"	"148895"	"148895.2021"	"Broome"	"PHY"	"182"	"<p>This continuation of PHY 181 covers the nature of sound and of light and their behavior; electric and magnetic forces and fields; electric circuits and electric energy transfer; and electromagnetic induction.  This is the second semester of University Physics taught at most major Engineering schools.  Laboratory experiences will provide you with problem solving techniques, measurement skills and applications of theory. </p><p>Prerequisite- Corequisite<br><b>Prerequisite:&nbsp; PHY 181 Physics for Engineers & Scientist I: Mechanics and Thermodynamics</b></p><p>Credits: 4<br>Hours: 3 Class Hours, 3 Laboratory Hours</p><p>Course Profile<br>Learning Outcomes of the Course:<br>Upon successful completion of this course the student will be able to:</p><blockquote>1. Analyze questions and problems involving Coulomb's Law.<br>2. Utilize the concept of electric field strength in solving problems involving point charges and charge distributions.<br>3. Find the electric field of symmetrical charge distributions by use of Gauss' Law.<br>4. Compute the capacitance of an object and the effects of dielectrics on that capacitance.<br>5. Calculate the energy stored in individual capacitors and in groups.<br>6. Calculate the magnetic field using the Biot-Savart Law and Ampere's Law for various cases.<br>7. Calculate the magnetic force and torque on a circuit or circuit element.<br>8. Apply Faraday's Law to the solution of problems involving time-varying magnetic flux.<br>9. Calculate the value of self-inductance of various objects and the effect of an inductor in a circuit.<br>10. Solve DC circuits and single loop AC circuits.<br>11. Calculate such characteristics as wavelength, frequency and wave speed for any wave and write a wave function appropriate for that wave which can be shown to obey the appropriate wave equation.<br>12. Calculate the wavelength, frequency and speed of standing waves in string and for resonant air columns in tubes open at one or both ends.<br>13. Solve problems involving simple harmonic motion with analyses based on ordinary second order differential equations.<br>14. Solve problems involving the intensity of sound waves and the Doppler effect as applied to sound waves.<br>15. Solve geometric optics problems involving mirrors and lenses.<br>16. Solve problems involving the reflection, refraction, diffraction and interference of waves.<br>17. Compute thin film thickness necessary for various interference effects.<br>18. Communicate effectively in laboratory reports, following accepted reporting formats to present laboratory results cogently and succinctly.</blockquote>"	"Physics for Engineers and Scientists II:Sound, Light, Electricity and Magnetism"	"Physics for Engineers & Sci II"	"0"	"4"	"Natural Sciences"	"2021"
"3957"	"148896"	"148896.2021"	"Broome"	"PHY"	"281"	"<p>This elective is the third and last physics course for Engineering and Science majors.  It covers Einstein's theory of relativity, quantum mechanics, atomic physics, and nuclear physics.  Students majoring in Electrical Engineering, Nuclear Engineering, and Physics should consider taking this course. </p><p>Prerequisite- Corequisite<br><b>Prerequisite:  PHY 182 Physics for Engineers & Scientists II:  Sound, Light, Electricity and Magnetism and MAT 182 Calculus II</b></p><p>Credits: 4<br>Hours: 4 Class Hours<br>Note: (This course is only offered as enrollment warrants)</p><p>Course Profile<br>Learning Outcomes of the Course:<br>Upon successful completion of this course the student will be able to:</p><blockquote>1. Distinguish between the photoelectrical effect, Compton effect, and pair production.<br>2. Solve problems involving x-rays and electron diffraction.<br>3. Interpret de Broglie waves in terms of probability distribution.<br>4. Use the Schrodinger equation to give a quantum description of a confined particle.<br>5. Give an account of Rutherford scattering and use Bohr's postulates to solve problems in atomic physics.<br>6. Describe quantization of angular moments.<br>7. Explain the normal and anomalous Zeeman effects and describe the Stern-Gerlach experiment.<br>8. Describe the principles of nuclear radiation measuring devices and high energy accelerators.<br>9. Explain the contributions to nuclear binding energy.<br>10. Derive radioactive growth and decay laws.<br>11. Explain simple decay schemes.<br>12. Describe methods of neutron production, velocity measurement, and moderation.<br>13. Solve problems of relativistic motion.</blockquote>"	"Physics for Engineers and Scientists III"	"Physics for Engineers III"	"4"	"4"	"Natural Sciences"	"2021"
"3958"	"49916"	"49916.2021"	"Broome"	"PMD"	"201"	""	""	"PARAMEDIC I"	"14"	"14"	"Not Applicable"	"2021"
"3959"	"49917"	"49917.2021"	"Broome"	"PMD"	"202"	""	""	"PARAMEDIC II"	"14"	"14"	"Not Applicable"	"2021"
"3960"	"49918"	"49918.2021"	"Broome"	"PMD"	"203"	""	""	"PARAMEDIC III"	"12"	"12"	"Not Applicable"	"2021"
"3961"	"148897"	"148897.2021"	"Broome"	"PMD"	"204"	""	"Paramedic IV"	"Paramedic IV"	"0"	"5"	"Not Applicable"	"2021"
"3962"	"148898"	"148898.2021"	"Broome"	"PMD"	"211"	"<p>This initial course in an Emergency Medical Technician's progression to Critical Care Technician or Paramedic covers foundational preparatory concepts that enable them to enter the clinical setting, hone their EMT skills and be safe.&nbsp; The course includes advanced provider roles and responsibilities, field safety, and the components of our EMS system.&nbsp; The course also includes general cellular physiology & pathophysiology including acid-base balance, basic and advanced airway management, field history taking & patient assessment skills, introductory pharmacology & routs of administration and their associated skills, and concludes with an in-depth discussion of pulmonology pathophysiology and advanced treatment modalities.</p><p>Prerequisite- Corequisite<br>Prerequisites:  Permission of the instructor is required.<br>General Prerequisites:  a currently valid New York State EMT certificate, field experience, and successful completion of instructor approved course work in human anatomy and physiology, e.g. BIO 131 Anatomy & Physiology I and BIO 132 Anatomy & Physiology II.  Course work in human anatomy and physiology may be taken concurrently.</p><p>Co-requisite:  If successful completion of instructor approved course work in human anatomy and physiology, e.g. BIO 131 Anatomy & Physiology I and BIO 132 Anatomy & Physiology II has not been accomplished then course work in human anatomy and physiology may be taken concurrently which at BCC is the BIO 131 Anatomy & Physiology I and 132 Anatomy & Physiology II sequence.</p><p>Credits: 3<br>Hours: 3 Class Hours; 1.5 Laboratory Hours; 2 Clinical Hours</p><p>Course Profile<br>Learning Outcomes of the Course:<br>Upon successful completion of this course, following classroom didactic, affective and psychomotor education along with the completion of clinical time each student will be able to:</p><blockquote>1. List the roles and responsibilities of personnel within an EMS system, and how these roles and responsibilities differ.<br>2. Write the importance of personal wellness and wellbeing of the EMS provider.<br>3. Justify how to serve as a healthy role model for peers.<br>4. Consistently demonstrate safe and effective behaviors in the initial response phase of an emergency.<br>5. Consistently demonstrate collecting and documenting a thorough and accurate field patient history and subjective assessment.<br>6. Consistently perform and document efficient field medical and trauma patient physical assessments.<br>7. Discuss general cellular physiology and pathophysiology including acid-base balance.<br>8. Consistently demonstrate safe and efficient establishment and maintenance of a patient's airway.<br>9. Consistently demonstrate safe and appropriate ventilation of a patient including ongoing assessment of oxygenation.<br>10. Safely and precisely obtain access to the venous circulation.<br>11. Safely and precisely administer medications.<br>12. Synthesize pathophysiological principles with basic and advanced assessment findings to articulate a field impression, and subsequently formulate and implement a treatment plan for the patient with respiratory problems. </blockquote>"	"Foundation in Advanced Prehospital Care"	"Foundation in Adv Prehosp Care"	"0"	"3"	"Not Applicable"	"2021"
"3963"	"148899"	"148899.2021"	"Broome"	"PMD"	"212"	"<p>This second course in an Emergency Medical Technician's progression to Critical Care Technician or Paramedic covers an in-depth discussion of cardiovascular pathophysiology and advanced treatment modalities including basic ECG interpretation.  In-depth discussion of pathophysiology and advanced treatment modalities for special populations include; gynecological & obstetrics patients and neonatal & pediatric patients.  An introduction to hazardous materials awareness concludes this course. </p><p>Prerequisite- Corequisite <br>Prerequisites for this course are:  successful completion of PMD 211 & PMD 211L Foundations in Advanced Prehospital Care, or permission of the instructor. </p><p>General prerequisites include:  a currently valid New York State EMT certificate, field experience, and successful completion of instructor approved course work in human anatomy and physiology, e.g. BIO 131 Anatomy & Physiology I and BIO 132 Anatomy & Physiology II.  Course work in human anatomy and physiology may be taken concurrently.</p><p>Co-requisite:  If successful completion of instructor approved course work in human anatomy and physiology, e.g. BIO 131 Anatomy & Physiology I and BIO 132 Anatomy & Physiology II has not been accomplished then course work in human anatomy and physiology may be taken concurrently which at BCC is the BIO 131 Anatomy & Physiology I and 132 Anatomy & Physiology II sequence. </p><p>Credits: 3 <br>Hours: 3 Class hours; 1.5 Lab Hours; 2 Clinical hours </p><p>Course Profile <br>Learning Outcomes of the Course:<br>Upon successful completion of this course, following classroom didactic, affective and psychomotor education along with the completion of clinical time each student will be able to:<p>1.  Synthesize pathophysiological principles with basic and advanced assessment findings to articulate a field impression, and subsequently develop and implement a treatment plan for the patient with:         <blockquote> a.  A cardiovascular emergency        <br>  b.  A gynecological emergency</blockquote><br>2.  Describe the anatomy and physiology of the female reproductive system.<br>3.  Consistently demonstrate assessment and management of a patient experienceing normal or abnormal labor and delivery.<br>4.  Synthesize pathopysiological principles with basic and advanced assessment findings to articulate a field impression, and subsequently develop and implement a treatement plan for the:        <blockquote>a.  Neonatal patient        <br>  b.  Pediatric patient </blockquote><br>5.  Recognize and evaluate hazardous material emergencies, call for appropriate resources, and safely manage patients in the cold zone. </p>"	"Advanced Prehospital Care of Cardiovascular and Special Population Patients"	"Adv Prehosp Care Cardio & Spec"	"0"	"3"	"Not Applicable"	"2021"
"3964"	"148900"	"148900.2021"	"Broome"	"PMD"	"213"	"<p>This third course in an Emergency Medical Technician's progression to Critical Care Technician or Paramedic covers more in-depth preparatory concepts including the history of EMS and Injury & Illness prevention strategies.  The course also includes the operational topics of Ambulance Operations and Crime Scene awareness.  The majority of this course is devoted to a foundational discussion of trauma pathophysiology and advanced trauma treatment modalities including hypoperfusion, head, face, neck, thoracic, abdominal and burn trauma. </p><p>Prerequisite- Corequisite<br>Prerequisites:<blockquote>Successful completion of PMD 212 or permission of the instructor<br>A currently valid New York State EMT certificate including field experience<br>Successful completion of BIO 131 and BIO 132.  BIO 131 or BIO 132 may be taken concurrently </blockquote><p>Credits: 3<br> Hours: 3 Class hours; 1.5 Laboratory hours; 2 Clinical hours</p><p>Course Profile<br>Learning Outcomes of the course:<br>Upon successful completion of this course, following classroom didactic, affective and psychomotor education along with the completion of clinical time each student will be able to: </p><p>1. Restate primary injury prevention strategies as an effective way to reduce death, disabilities and health care costs.<br>2. Analyze human hazards at a crime scene and from a potentially violent patient.<br>3. Describe safe and minimally intrusive operations at crime scenes.<br>4. Safely manage a patient who is he victim of a sexual assault recognizing the patient's physical and emotional needs along with the preservation of the crime scene evidence.<br>5. Consistently demonstrate safe ambulance operation.<br>6. Consistently demonstrate simple triage and rapid transport principles at a mass casualty incident.<br>7. Integrate principles of injury kinematics to enhance patient assessment and predict the likelihood of injuries.<br>8. Synthesize pathophysiological principles with basic and advanced assessment findings to articulate a field impression, and subsequently develop and implement a treatment plan for:        <blockquote>  a.  Shock (hypoperfusion)        <br>  b.  Hemorrhage       <br>   c.  Suspected or obvious head injury        <br>  d.  Face injury        <br>  e.  Suspected or obvious neck injury        <br>  f.   Suspected or obvious spinal injury        <br>  g.  Thoracic injury        <br>  h.  Suspected or obvious abdominal injury        <br>  i.   Burn injury </blockquote>"	"Advanced Prehospital Trauma Care"	"Adv Prehosp Trauma Care"	"0"	"3"	"Not Applicable"	"2021"
"3965"	"148901"	"148901.2021"	"Broome"	"PMD"	"214"	"<p>This fourth course in an Emergency Medical Technician's progression to Critical Care Technician or Paramedic is an introduction to various medical pathophysiology and advanced medical treatment modalities for neurologic, endocrinologic, toxicologic, environmental, allergy & anaphylaxis and behavioral medical patients.</p><p>Prerequisite- Corequisite<br>Prerequisites:<blockquote>Successful completion of PMD 213 or permission of the instructor<br>A currently valid New York State EMT certificate including required field experience<br>Successful completion of BIO 131 and BIO 132.  BIO 131 or BIO 132 may be taken concurrently</blockquote><p>Credits: 3<br>Hours: 3 Class hours; 1.5 Laboratory hours; 2 Clinical hours </p><p>Course Profile<br>Learning Outcomes of the course:<br>Upon successful completion of this course, following classroom didactic, affective and psychomotor education along with the completion of clinical time each student will be able to: </p><p>1.  Synthesize pathophysiological principles with basic and advanced assessment findings to articulate a field impression, and subsequently develop and implement a treatment plan for the patient with:       <blockquote>   a.  A seizure         <br> b.  A cerebral vascular accident         <br> c.  A transient ischemic attack          <br>d.  A diabetic emergency        <br>  e.  An acute coronary syndrome of various etiologies         <br> f. A neurological problem         <br>g.  An endocrine problem         <br> h.  A toxic substance exposure          <br> i.  An environmentally induced or exacerbated medical condition        <br>   j.  An allergic reaction         <br> k.  An anaphylactic reaction </blockquote><br>2.  Consistently demonstrate safe, empathetic competence in caring for patients with behavioral emergencies. </p>"	"Advanced Prehospital Care of Medical Emergencies"	"Adv Prehosp Care of Med Emerge"	"0"	"3"	"Not Applicable"	"2021"
"3966"	"148902"	"148902.2021"	"Broome"	"PMD"	"215"	"PMD 215 and 215 L - Advance Prehospital Operations and Integrated Care--------------------------------------------------------------------------------This fifth course in an Emergency Medical Technician?s progression to Critical Care Technician or Paramedic covers the integration of pathophysiological principals and assessment findings to formulate a field impression and implement advanced treatment for a variety of complex medical patients.  This course concludes with an in-depth review and discussion of triage and the National Incident Management System. Prerequisite- Corequisite Prequisites for this course are:  Successful completion of PMD 214 & 214L or permission of the instructor.General prerequisites include:  A currently valid New York State EMT certificate, field experience, and successful completion of instructor approved course work in human anatomy and physiology, e.g. BIO 131 and BIO 132. Credits: 3 Hours 3 Class hours; 1.5 Laboratory hours; 2 Clinical hours Course Profile Learning Outcomes for this course:Upon successful completion of this course, following classroom didactic, affective and psychomotor education along with the completion of clinical time each student will be able to:1.  Synthesize pathophysiological principles with basic and advanced assessment findings to articulate a field impression, and subsequently develop and implement a treatment plan for:          a.  Seizure          b.  Cerebral vascular accident          c.  Transient ischemic attack          d.  Diabetic emergency          e.  Acute coronary syndrome of various etiologies2.  Safely manage a patient who is the victim of a sexual assault recognizing the patient?s physical and emotional needs along with preservation of crime scene evidence.3.  Consistently demonstrate simple triage and rapid transport principles at a mass casualty incident.4.  Complete NIMS certification at the ICS 200 level."	"Advanced Prehospital Operations and Integrated Care"	"Adv Prehosp Oper Integrat Care"	"0"	"3"	"Not Applicable"	"2021"
"3967"	"148903"	"148903.2021"	"Broome"	"PMD"	"221"	"<p>This sixth course in an Emergency Medical Technician's or this first course in a Critical Care' Technician's progression to Paramedic covers foundational paramedic level concepts.  Early in the course general cellular pathophysiology is expanded on with and in-depth discussion of hypoperfusion and various shock states.  Physical and emotional developmental milestones are reviewed along with effective communication strategies.  Additional advanced airway assessment tools and skills are developed.  An in-depth pharmacology knowledge is cultivated and the course concludes with the development of comprehensive history taking and physical examination skills. </p><p>Prerequisite- Corequisite<br><u>Prerequisites for this course is permission of the instructor. </u><br>For EMS providers at the EMT level general prerequisites include:  A currently valid New York State EMT certificate, field experience, and successful completion of instructor approved course work in human anatomy and physiology, e.g. BIO 131 and BIO 132.  Course work in human anatomy and physiology may be taken concurrently. </p><p>For EMS providers at the Critical Care level (bridge students) must have completed BIO 131 & 132 or its equivalent, present 100 ?in charge"" ALS calls within the past 5 years, and demonstrate skills and knowledge at the Critical Care level in a qualifying examination. </p><p>Co-requisite:  If successful completion of instructor approved course work in human anatomy and physiology, e.g. BIO 131 and BIO 132 has not been accomplished then course work in human anatomy and physiology may be taken concurrently which at BCC is the BIO 131 and 132 sequence. </p><p>Credits: 4<br>Hours: 3 Class hours; 1.5 Laboratory hours; 3 Clinical hours </p><p>Course Profile<br>Learning Outcomes for this course:<br>Upon successful completion of this course, following classroom didactic, affective and psychomotor education along with the completion of clinical time each student will be able to: </p><blockquote>1. Recognize, classify, and determine proper management of the types of shock.<br>2. Synthesize pathophysiological principles with pharmacology knowledge and assessment findings to formulate a field impression and implement an appropriate pharmacologic management plan.<br>3. Consistently apply therapeutic communication principles to effectively communicate with any patient while providing care.<br>4. Recall and integrate physiological, psychological, and sociological changes throughout human development with assessment and communication strategies for patients of all ages.<br>5. Recognize, classify, and properly manage a difficult patient airway including: <blockquote> a.  Surgical establishment of a patient airway <br> b.  Use of capnography to assess and adjust the ventilation of a patient </blockquote><br>6. Integrate appropriate alternative techniques to obtain a patient's medical history.<br>7. Explain the pathophysiological significance of normal and key abnormal physical exam findings.<br>8. Consistently integrate advanced principles of history taking and physical exam techniques to perform a comprehensive patient assessment.<br>9. Consistently and accurately collect, organize and state patient information in verbal form, either in person or over the radio following accepted formats.<br>10. Consistently and accurately collect, organize, and clearly write patient information on patient documentation forms.</blockquote>"	"Paramedic Foundations and Comprehensive Physical Exam"	"Paramedic Found and Compre Phy"	"0"	"4"	"Not Applicable"	"2021"
"3968"	"148904"	"148904.2021"	"Broome"	"PMD"	"222"	"<p>This seventh course in an Emergency Medical Technician's or this second course in a Critical Care Technician's progression to Paramedic covers the synthesis of information in order to make sound clinical decisions.  In-depth discussion of geriatric emergencies is followed by advanced cardiac pathophysiology and skills including 12 lead interpretations.  Neonatology and pediatrics emergencies and the skills necessary to care for them are reviewed.  The course concludes with a brief discussion of the recognition of abuse. </p><p>Prerequisite- Corequisite<br><u>Prerequisites for this course are permission of the instructor.</u><br>For EMS providers at the EMT level general prerequisites include:  A currently valid New York State EMT certificate, field experience, and successful completion of instructor approved course work in human anatomy and physiology, e.g. BIO 131 and BIO 132.  Course work in human anatomy and physiology may be taken concurrently. </p><p>For EMS providers at the Critical Care level (bridge students) must have completed PMD 221 & 221L.</p><p>Co-requisite:  If successful completion of instructor approved course work in human anatomy and physiology, e.g. BIO 131 and BIO 132 has not been accomplished then course work in human anatomy and physiology may be taken concurrently which at BCC is the BIO 131 and 132 sequence. </p><p>Credits: 4<br>Hours: 3 Class hours; 1.5 Laboratory hours; 3 Clinical hours</p><p>Course Profile<br>Learning Outcomes for this course:<br>Upon successful completion of this course, following classroom didactic, affective and psychomotor education along with the completion of clinical time each student will be able to:</p><blockquote>1. Systematically apply accepted clinical decision making skills to formulate a field impression and treatment plan.<br>2. Consistently integrate advanced diagnostic techniques and skills for the patient with cardiovascular disease.<br>3. Synthesize pathophysiological principles with basic and advanced assessment findings to articulate a field impression, and subsequently develop and implement a treatment plan for the unique emergencies of the: <blockquote>          <blockquote>a.  Geriatric patient         <br> b.  Pediatric patient         <br> c.  Patient who has sustained abuse or assault </blockquote>"	"Paramedic Care of Cardiovascular and Special Patient Populations"	"Paramedic Care Cardio Special"	"0"	"4"	"Not Applicable"	"2021"
"3969"	"148905"	"148905.2021"	"Broome"	"PMD"	"223"	"<p>This eighth course in an Emergency Medical Technician's or this third course in a Critical Care Technician's progression to Paramedic covers advanced preparatory concepts such as well-being of the paramedic, roles and responsibilities, medical legal and ethical issues.  The majority of this course is devoted to pathophysiology, patient assessment and advanced management of a trauma patient and concludes with complex trauma scenarios requiring efficient synthesis of knowledge and skills. </p><p>Prerequisite- Corequisite<br>Prerequisites: <blockquote>Successful completion of PMD 222 or permission of the instructor<br>A currently valid New York State EMT certificate including required field experience<br>Successful completion of BIO 131 and BIO 132.  BIO 131 or BIO 132 may be taken concurrently<br>EMS providers at the Critical Care level (bridge students) must have completed both BIO 131 and 132, presented 100 ?in charge"" ALS calls within the past 5 years, and demonstrate skills and knowledge a the Critical Care level in a qualifying examination. </p> <p>Credits: 4<br>Hours: 3 Class hours; 1.5 Laboratory hours; 3 Clinical hours </p><p>Course Profile<br>Learning Outcomes of this course:<br>Upon successful completion of this course, following classroom didactic, affective and psychomotor education along with the completion of clinical time each student will be able to:</p><blockquote>1.  Describe the paramedic's professional and community responsibilities with respect to:          <blockquote>a.  Continuing education         <br> b.  Continuous EMS improvement         <br> c.  Injury prevention </blockquote><br>2.  Recall and discuss common out-of-hospital issues with respect to:          <blockquote>a.  Laws and regulations        <br>  b.  Medical ethics          <br>c.  Personal ethics        <br>  d.  On- and off-line medical control        <br>  e.  Patient advocacy </blockquote><br>3.  Synthesize pathophysiological principles with basic and advanced assessment findings to articulate a field impression, and subsequently develop and implement a treatment plan for the patient with:         <blockquote> a.  Multi-system trauma         <br> b.  Extensive soft tissue trauma         <br> c.  Suspected spinal injury         <br> d.  Complex musculoskeletal injury </blockquote></blockquote>"	"Paramedic Trauma Care"	"Paramedic Trauma Care"	"0"	"4"	"Not Applicable"	"2021"
"3970"	"148906"	"148906.2021"	"Broome"	"PMD"	"224"	"<p>This ninth course in an Emergency Medical Technician's or this fourth course in a Critical Care Technician's progression to Paramedic covers the body's defenses against disease and injury including discussion of the immune and inflammatory responses.  The majority of this course is devoted to pathophysiology, patient assessment and advanced management of medical patients and concludes with complex medical scenarios requiring efficient synthesis of knowledge and skills.</p><p>Prerequisite- Corequisite<br><u>Prerequisites for this course are permission of the instructor. </u><br>For EMS providers at the EMT level general prerequisites include:  A currently valid New York State EMT certificate, field experience, and successful completion of instructor approved course work in human anatomy and physiology, e.g. BIO 131 and BIO 132.  Course work in human anatomy and physiology may be taken concurrently.</p><p>For EMS providers at the Critical Care level (bridge students) must have completed PMD 223 & 223L.</p><p>Co-requisite:  If successful completion of instructor approved course work in human anatomy and physiology, e.g. BIO 131 and BIO 132 has not been accomplished then course work in human anatomy and physiology may be taken concurrently which at BCC is the BIO 131 and 131 sequence.</p><p>Credits: 4<br>Hours: 3 Class hours; 1.5 Laboratory hours; 3 Clinical hours </p><p>Course Profile<br>Learning Outcomes for this course:<br>Upon successful completion of this course, following classroom didactic, affective and psychomotor education along with the completion of clinical time each student will be able to:</p><blockquote>1. Describe the components of the body's physical barriers, immune and inflammatory systems and their responses when activated.<br>2. Recall the body's response to acute and chronic stress.<br>3. Synthesize pathophysiological principles with basic and advanced assessment findings to articulate a field impression, and subsequently develop and implement a treatment plan for the patient with:       <blockquote>   a.  A neurological problem        <br> b.  An endocrine problem        <br>  c.  An allergic or anaphylactic reaction        <br>  d.  A gastroenterological problem        <br>  e.  A renal or urologic problem        <br>  f.  A toxic substance exposure        <br>  g.  A hematopoietic system disease        <br>  h.  An environmentally induced or exacerbated medical condition </blockquote></blockquote>"	"Paramedic Care of Medical Emergencies"	"Paramedic Care of Med Emergenc"	"0"	"4"	"Not Applicable"	"2021"
"3971"	"148907"	"148907.2021"	"Broome"	"PMD"	"225"	"<p>This tenth course in an Emergency Medical Technician's or this fifth course in a Critical Care Technician's progression to Paramedic covers assessment based management and patients who present unique challenges for the paramedic.  Also, included are acute interventions for the chronic patient and an awareness of general rescue operations.  This course will re-emphasize and hone pathophysiology, patient assessment and advanced management of pediatric patients and concludes with a comprehensive review of all paramedic objectives including complex patient care scenarios.</p><p>Prerequisite- Corequisite<br> <u>Prerequisites for this course are completion of PMD 224 and PMD 224 Lab or permission of the instructor</u><p>Credits: 3<br>Hours: 3 Class hours; 1.5 Laboratory hours; 2 Clinical hours </p><p>Course Profile<br>Learning Outcomes for this course:<br>Upon successful completion of this course, following classroom didactic, affective and psychomotor education along with the completion of clinical time each student will be able to: </p><blockquote>1.  Synthesize pathophysiological and psychosocial principles to adapt the assessment and treatment plan for diverse patients and those who face physical, mental, social and financial challenges.<br>2.  Describe various special medical devices that might be encountered while caring for an acute chronic care patient and explain how to trouble shoot common devices.<br>3.  Synthesize pathophysiological principles with basic and advanced assessment findings to articulate a field impression, and subsequently develop and implement a treatment plan for:         <blockquote> a.  Acute deterioration of a chronic care patient        <br>  b.  Common complaints        <br>  c.  Acute pediatric patient </blockquote><br>4.  Restate standards and guidelines that help ensure safe and effective ground and air medical transport.<br>5.  Describe and be able to implement the principles of rescue operations to safely rescue a patient from:         <blockquote> a.  Water        <br> b.  Hazardous atmospheres        <br>  c.  Trenches        <br>  d.  Highways        <br>  e.  Hazardous terrain </blockquote></blockquote>"	"Paramedic Operations, Pediatric Emergencies, Integrated Care"	"Paramedic Oper and Emerg Int"	"0"	"3"	"Not Applicable"	"2021"
"3972"	"322056"	"322056.2021"	"Broome"	"PMD"	"888"	"Prior Learning Assessment"	"Prior Learning/Paramedic"	"Prior Learning/Paramedic"	"0"	"15"	"Not Applicable"	"2021"
"3973"	"299600"	"299600.2021"	"Broome"	"POS"	"111"	"<p>This course offers students an analytical survey of policy formulation and implementation in the United States, together with an examination of the impact of policy upon individuals and groups in American society.  Topics covered will include:  policy making processes, policy analysis, federal and state policies, rationality and irrationality in public policy, incrementalism, special interests, public choice, and institutional influences.  This course satisfies the civic education requirement.</p><p>Credits: 3<br>Hours: 3 Class Hours<br><b>Cross-listed: SOS 111</b></p><p>Course Profile<br>Learning Outcomes of the Course:<br>Upon successful completion of this course the student will be able to:</p><blockquote>1. Identify theories used by policy scientists to study public policy.<br>2. Identify research methods used by policy scientists.<br>3. Compare and contrast a current local, state, or federal public policy with one in another U.S. or non-U.S. community. </blockquote>"	"Public Policy"	"Public Policy"	"3"	"3"	"Social Sciences"	"2021"
"3974"	"354110"	"354110.2021"	"Broome"	"POS"	"116"	"<p>An overview of the social, cultural, political, and economic factors that influence the trade related interaction of nations and the operations of global business enterprises.  Trade theory, economic integration, global sourcing, export-import basics, cultural awareness, and other current topics relating to international business will be covered.</p><p>Credits: 3<br>Hours: 3 Class Hours<br><b>Cross-listed: BUS 116</b></p><p>Course Profile<br>Learning Outcomes of the Course:<br>Upon successful completion of this course the student will be able to:</p><blockquote>1. Identify political theories used to study international business environments.<br>2. Identify research methods used to study international business environments.<br>3. Discuss political issues relevant to the study of international business environments.</blockquote>"	"International Business Environ"	"International Business Environ"	"3"	"3"	"Social Sciences"	"2021"
